OSEBuildingID,PrimaryPropertyType,PropertyName,Address,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),TotalGHGEmissions
23293,Low-Rise Multifamily,Madison Apartments,823 Madison St.,8590400910,7,EAST,1902,1,4,54770,0,54770,Multifamily Housing,50120,54.09999847,59.90000153,92.19999695,98.40000153,2960377.25,3283019.25,0,272474.5,929683,20306.94141,2030694,114.33
23295,Low-Rise Multifamily,WESTMINSTER,903 9th Ave,8590400931,7,EAST,1906,1,4,33872,0,33872,Multifamily Housing,26100,15.30000019,15.69999981,42.90000153,44,400354.3125,409596.4063,0,98131.70313,334825,655.289978,65529,5.81
23297,Residence Hall,St. James Cathedral & Rectory,804 9th Ave.,8590900085,3,EAST,1904,1,1,44086,0,44086,Residence Hall/Dormitory,44091,82.80000305,92,151.3999939,163.1999969,3652708.75,4056815.5,1920474.25,357251.9063,1218944,5132.909668,513291,184
23299,Small- and Mid-Sized Office,Pigott Building,710 9th Ave.,8590900135,3,EAST,1970,1,7,54372,20824,33548,Office,54372,25.79999924,27.20000076,81.09999847,85.40000153,1403820,1479454.375,0,411436.0938,1403820,0,0,9.79
23300,Low-Rise Multifamily,(ID23300) CHERRY TERRACE,915 CHERRY ST,8590900145,3,EAST,1956,1,3,24039,0,24039,Multifamily Housing,24039,34.59999847,37.29999924,108.5999985,117.1999969,831071.3125,897237,0,243573,831071,0,0,5.79
23301,Mid-Rise Multifamily,Harborview Apartments,600 9th Ave,8590900160,3,EAST,1960,1,7,45564,0,45564,Multifamily Housing,45564,66.19999695,71.40000153,97.30000305,102.8000031,3014332,3255291.5,0,177833.2969,606767,24075.64844,2407565,132.1
23304,High-Rise Multifamily,Hilltop House,1005 TERRACE ST,8590900410,3,EAST,1967,1,11,92183,0,92183,Multifamily Housing,92183,55.40000153,59.40000153,105.1999969,110,5104947,5475504.5,3071838.5,541955.875,1849153,1839.550049,183955,259.77
23305,Low-Rise Multifamily,Englewood Apts,420 Terry Ave,8590900450,3,EAST,1925,1,4,25316,0,25316,Multifamily Housing,25316,59.90000153,64.5,105.5,111,1515854.875,1632577.125,0,151206.2969,515916,9999.389648,999939,56.7
23306,Low-Rise Multifamily,Monticello Apts,415 Boren Avenue,8590900455,3,EAST,1957,1,3,51098,0,51098,Multifamily Housing,51098,36.40000153,38.79999924,114.3000031,121.9000015,1859782.625,1984008.75,0,545071,1859782,0,0,12.97
23307,Mid-Rise Multifamily,Portico On Terrace,404 Terry Ave,8590900485,3,EAST,1999,1,6,57042,0,57042,Multifamily Housing,42952,27.79999924,28.79999924,87.40000153,90.40000153,1195351.25,1236766.5,0,350337.4063,1195351,0,0,8.33
23310,Other,Charles & Emma Frye Free Public Art Museum,704 Terry Ave,8590900585,3,EAST,1951,1,1,47699,0,47699,Museum,47000,309,313.7000122,609.7000122,615.4000244,14524386,14745217,8630381,1694799,5782654,1113.5,111350,712.39
23311,Medical Office,HART First Hill LLC,1124 Columbia Street,8590900646,3,EAST,1945,1,0,274568,0,274568,Medical Office,228133,111,111.1999969,235.5,233.1000061,25311526,25358122,13296249,3521475.75,12015275,0,0,1110.07
23313,Small- and Mid-Sized Office,Swedish Invex Building,1115 Columbia St,8590900690,3,EAST,1956,1,3,21282,0,21282,Office,19658,63.40000153,70.19999695,123.9000015,133.3000031,1245923.75,1380656.125,762542.3125,141670.9063,483381,0,0,62.23
23319,High-Rise Multifamily,Kelleher House,1120 Spring St,3801000000,3,EAST,1982,1,17,76855,0,76855,NULL,,42.40000153,46.20000076,133.3000031,145.1000061,2718223,2959676,0,796665.5,2718223,0,0,18.95
23320,Other,PARKWAY,6315 RAINIER AVE S,3812400023,2,SOUTHEAST,1921,1,2,41022,0,41022,Other,41022,92.30000305,92.30000305,289.8999939,289.8999939,3787648.25,3787648.25,0,1110096.125,3787648,0,0,26.41
23322,Low-Rise Multifamily,Park 3025,3025 NE 137TH ST,3821700041,5,NORTH,1982,1,4,93087,0,93087,Multifamily Housing,59165,33.29999924,35.90000153,98.40000153,105.6999969,1967434.5,2124894.75,0,526846.8125,1797601,1698.3302,169833,21.55
23323,Low-Rise Multifamily,Chameleon Apartments,3031 NE 137th St,3821700080,5,NORTH,1965,1,3,86835,0,86835,Multifamily Housing,52000,37.5,39.59999847,106.8000031,113.3000031,2299535.25,2426149.75,0,579729.8125,1978038,3214.970459,321497,30.86
23397,Other,Fraser Marine Building,3601 West Marginal Way SW,7666703920,1,DELRIDGE,1966,1,2,28109,0,28109,Other,28109,128.5,128.5,382.2999878,382.2999878,3612526.75,3612526.75,0,974877.3125,3326281,2862.450439,286245,38.39
23327,Low-Rise Multifamily,Clocktower Apartment Homes,13725 32nd Ave NE,3821700111,5,NORTH,1990,3,4,128649,0,128649,Multifamily Housing,113994,33.09999847,34.79999924,104,109.1999969,3776252.25,3963627.25,0,1106756.125,3776252,0,0,26.33
23331,Small- and Mid-Sized Office,Gateway Plaza,13751 Lake City Way NE,3821700140,5,NORTH,1985,1,3,33580,12990,20590,Office,20590,19.89999962,19.89999962,62.5,62.5,409578.4063,409578.4063,0,120040.6016,409579,0,0,2.86
23335,Senior Care Community,Victoria Park,13716 Lake City Way NE,3834000540,5,NORTH,2010,1,7,165914,41141,124773,Senior Care Community,124773,33.79999924,34.70000076,80.69999695,81.69999695,4217623,4331227.5,0,791512,2700639,15169.83984,1516984,99.39
23338,Low-Rise Multifamily,Lake City Commons,12745 30th Ave NE,3834500015,5,NORTH,2001,1,4,21388,0,21388,Multifamily Housing,16386,30.79999924,32.5,96.80000305,102.1999969,530700.125,559886.1875,0,155539.2969,530700,0,0,3.7
23340,Mid-Rise Multifamily,King Arthur's Court Apartments,12728 28th Ave NE,3834500070,5,NORTH,2000,1,6,103554,0,103554,Multifamily Housing,80250,24.60000038,25.29999924,77.09999847,79.30000305,1971236,2027196,0,577736.125,1971236,0,0,13.74
23342,Warehouse,Daily Racing Form,12547 26th AVE NE,3834500415,5,NORTH,1977,1,1,21936,0,21936,Non-Refrigerated Warehouse,21936,5.199999809,5.300000191,12.30000019,12.80000019,113130,116642.5,0,21051.30078,71827,413.0299988,41303,2.69
23343,Other,LAKE CITY,12550 26TH AVE NE,3834500515,5,NORTH,1969,1,1,30160,0,30160,Other,30139,34.70000076,39.29999924,53.40000153,58.20000076,1045838.5,1184385.875,0,71687.29688,244597,8012.414063,801241,44.26
23355,Low-Rise Multifamily,GRAHAM VIEW,6040 CALIFORNIA AVE SW,7625703280,1,SOUTHWEST,1992,,4,29357,0,29357,,,19.20000076,20.20000076,,,563683.1875,593798.625,,,,,,
23360,Low-Rise Multifamily,24 UNIT APARTMENT/1ST FLOOR OFFICE,6041 CALIFORNIA AVE SW,7625703365,1,SOUTHWEST,1991,1,4,28645,0,28645,Multifamily Housing,24665,24.60000038,25.79999924,77.19999695,81,703847.375,738722,0,206285.7969,703847,0,0,4.91
23364,Low-Rise Multifamily,Ivy Court Apartments,6525 California Ave SW,7625704460,1,SOUTHWEST,1991,1,4,34544,0,34544,Multifamily Housing,24813,30.29999924,32.59999847,85.19999695,90.69999695,923492.6875,995183.1875,0,228378.7969,779228,1442.640015,144264,13.09
23365,Low-Rise Multifamily,MARNAE APARTMENTS,6355 CALIFORNIA AVE S.W.,7625704470,1,SOUTHWEST,1960,1,3,22195,0,22195,Multifamily Housing,22195,27.20000076,29.39999962,85.5,92.30000305,604183.1875,652245.5,0,177075.9063,604183,0,0,4.21
23367,Mid-Rise Multifamily,Seabird,1221 Harbor Ave SW,7628300000,1,SOUTHWEST,1976,1,5,72155,0,72155,Multifamily Housing,72155,27.70000076,30.10000038,70.80000305,76,1999039.75,2171473.5,0,421799.0938,1439179,5598.609863,559861,39.77
23368,Mixed Use Property,Seaboard Building,1500-1506 4th Ave.,7628750000,7,DOWNTOWN,1909,1,11,111137,0,111137,Office,42939,96.40000153,100.4000015,198.3000031,201.1999969,9546165,9946297,0,1348902.5,4602455,49437.09375,4943709,294.65
23372,Low-Rise Multifamily,Cumberland Apartments,5941 California Ave. S.W.,7647500000,1,SOUTHWEST,1989,1,3,30080,0,30080,Multifamily Housing,30080,20.89999962,22,65.69999695,69,629027.3125,661339.375,0,184357.2969,629027,0,0,4.39
23373,High-Rise Multifamily,Seattle Heights Condominiums,2600 2nd Avenue,7656900000,7,DOWNTOWN,1993,1,25,260685,5480,255205,Multifamily Housing,305179,45.29999924,47.59999847,106.3000031,111.1999969,14361382,15102601,0,2612074.5,8912398,54489.82422,5448982,351.53
23377,Low-Rise Multifamily,Atlantis Apartments,1340 12th Ave. South,7660100105,2,GREATER DUWAMISH,1963,1,4,20467,0,20467,Multifamily Housing,20467,24.10000038,24.10000038,75.59999847,75.59999847,493000,493000,0,144490,493000,0,0,3.44
23396,Other,DWW-SOC 4500 W. Marginal Way SW,4500 W MARGINAL WAY SW,7666703680,1,Delridge,1997,1,1,40189,0,40189,Other - Utility,28347,40.29999924,42.59999847,93.69999695,96.09999847,1509292,1594851.25,0,269998.5,921235,5880.569824,588057,37.65
23400,Small- and Mid-Sized Office,Frye Commerce Center,2414 SW Andover St,7666704005,1,DELRIDGE,1988,1,2,66484,0,66484,Office,49334,39.90000153,40.59999847,125.3000031,127.5,3046543,3098383.5,0,892890.625,3046543,0,0,21.24
23404,Small- and Mid-Sized Office,Swedish Cherry Building,1120 Cherry,8590900710,3,EAST,1959,1,3,25151,0,25151,Office,24155,56.20000076,61.29999924,116.3000031,122.5,1356874.75,1481688.75,748984.6875,178162.4063,607890,0,0,62.05
23408,Hotel,Hotel - The Baroness Hotel,1005 Spring Street,8590901030,3,EAST,1928,1,6,35770,0,35770,Hotel,35770,73.80000305,79.30000305,112.9000015,118.5999985,2640980.25,2835357,0,177358.5,605147,20358.32813,2035833,112.34
23409,Mid-Rise Multifamily,Chasselton Apartments,1017 Boren Avenue,8590901035,3,EAST,1925,1,5,51900,0,51900,Multifamily Housing,51900,52.90000153,60.29999924,73.40000153,81.19999695,2746152,3130401.5,0,129796.1016,442864,23032.87891,2303288,125.42
23410,Hotel,Hotel - Inn at Virginia Mason,1006 Spring St,8590901105,3,EAST,1928,1,9,48006,0,48006,Hotel,48006,67.5,66.30000305,137.6000061,133.8999939,3239754,3182794.5,0,449424.9063,1533438,17063.16016,1706316,101.31
23416,Mixed Use Property,Asian Plaza 1,1032 S. Jackson,8591900145,2,DOWNTOWN,1960,1,2,29631,0,29631,Supermarket/Grocery Store,16000,151.3000031,156.6999969,327.1000061,332.7999878,5144392,5327051.5,0,802243.375,2737254,24071.37109,2407137,146.93
23418,Small- and Mid-Sized Office,Eng Suey Sun Plaza,"815 S Weller St,",8592900065,2,DOWNTOWN,1989,1,2,23472,0,23472,Office,20695,71.59999847,70,154.6999969,149.8000031,1625308.625,1589717.125,0,253254.2969,864104,7612.049805,761205,46.45
23419,Small- and Mid-Sized Office,CSC Engineering (A),714 S. Charles St,8592900285,2,GREATER DUWAMISH,1973,1,2,21315,0,21315,Office,20424,136.8999939,154.8000031,227.6999969,247.3000031,2796425,3161573.5,0,240484.5,820533,19758.91992,1975892,110.66
23420,Mid-Rise Multifamily,1300 Alki,1300 Alki Ave SW,8600050000,1,SOUTHWEST,1996,1,5,23821,0,23821,Multifamily Housing,23821,38.79999924,41.70000076,73.19999695,76.19999695,924438.125,992151.875,0,108369.2969,369756,5546.819824,554682,32.04
23421,High-Rise Multifamily,1300 University,1300 University St,8600300000,3,EAST,1980,1,11,53290,0,53290,Multifamily Housing,53290,32,34.59999847,100.4000015,108.5999985,1703504.875,1842664.25,0,499268.6875,1703505,0,0,11.88
23430,Low-Rise Multifamily,3100 Fairview Condominium,3100 Fairview AVE E,8602900000,4,LAKE UNION,1991,1,4,32040,0,32040,Multifamily Housing,32040,22.70000076,22.70000076,71.30000305,71.30000305,727703.5,727703.5,0,213277.7031,727704,0,0,5.07
23432,Low-Rise Multifamily,Carroll Terrace,600 5th Ave W,3876900155,7,MAGNOLIA / QUEEN ANNE,1985,1,4,22716,0,22716,Multifamily Housing,22298,37.5,39.59999847,117.5999985,124.5,835093.1875,883783,0,244751.7969,835093,0,0,5.82
23433,Low-Rise Multifamily,Parkwing Apartments,620 5th Ave W,3876900165,7,MAGNOLIA / QUEEN ANNE,1967,1,4,43477,0,43477,Multifamily Housing,33292,54.70000076,58,128.3999939,136,1820814.75,1930646.125,0,331570.8125,1131320,6894.950195,689495,44.51
23435,Mid-Rise Multifamily,Westroy Apartments,421 W Roy St.,3876900185,7,MAGNOLIA / QUEEN ANNE,1930,1,5,31040,0,31040,Multifamily Housing,25845,24.89999962,28.10000038,78.09999847,88,644081.125,726087.125,0,188052.0938,641634,24.47280121,2447,4.6
23437,Low-Rise Multifamily,MERCER CREST APT,500 W MERCER ST,3876900230,7,MAGNOLIA / QUEEN ANNE,1957,,4,23636,0,23636,,,,,,,,,,,,,,
23438,Low-Rise Multifamily,Kinnear Park Condominium,410 W Roy St,3877600000,7,MAGNOLIA / QUEEN ANNE,1982,1,4,109864,22000,87864,Multifamily Housing,87864,23.70000076,25.60000038,74.40000153,80.5,2081072.625,2251192.5,0,609927.375,2081072,0,0,14.51
23439,Low-Rise Multifamily,Kinnear Plaza Condominium,505 West Roy Street,3877700000,7,MAGNOLIA / QUEEN ANNE,1982,1,4,25357,0,25357,Multifamily Housing,25357,22.5,24.60000038,65,70.69999695,570228.6875,622556.125,0,147085.7969,501857,683.7199707,68372,7.13
23440,Low-Rise Multifamily,Kinnear Vista Condo,1001 2nd Ave W,3877900000,7,MAGNOLIA / QUEEN ANNE,1975,1,4,24084,0,24084,Multifamily Housing,24084,48.90000153,54.29999924,103.8000031,112.8000031,1177379.75,1308138.75,0,177303.2031,604959,5724.209961,572421,34.62
23446,Low-Rise Multifamily,Castle Court Apartments,822 Queen Anne Ave N,3879900155,7,MAGNOLIA / QUEEN ANNE,1915,1,4,24280,0,24280,Multifamily Housing,24280,34.20000076,36.5,72.80000305,78.69999695,829440.625,885282.8125,0,125713.2031,428933,4005.070068,400507,24.26
23447,Low-Rise Multifamily,VAL ANNE APTS (ID23447),800 QUEEN ANNE AVE N,3879900165,7,MAGNOLIA / QUEEN ANNE,1958,1,4,36732,0,36732,Multifamily Housing,36732,24.20000076,25.60000038,76,80.5,888593.6875,942042.1875,0,260431.9063,888594,0,0,6.19
23449,Low-Rise Multifamily,Queen Anne Apartments,900 Queen Anne Ave N,3879900235,7,MAGNOLIA / QUEEN ANNE,1929,1,4,41137,0,41137,Multifamily Housing,41669,43,48.79999924,61.29999924,67.40000153,1790148.625,2031798.375,0,94807.60156,323484,14666.64941,1466665,80.15
23450,Low-Rise Multifamily,Montanita Apts,1012 QUEEN ANNE AVE N,3879900285,7,MAGNOLIA / QUEEN ANNE,1913,1,3,21234,0,21234,Multifamily Housing,21234,34.90000153,36.90000153,67.30000305,72.5,740230.375,783960.625,0,91376.10156,311775,4284.549805,428455,24.93
23451,Mid-Rise Multifamily,Fairview,1000 Queen Anne Ave N,3879900295,7,MAGNOLIA / QUEEN ANNE,1962,1,5,29454,0,29454,Multifamily Housing,25671,25.39999962,27.39999962,79.80000305,85.90000153,652429.875,702674.8125,0,191216.2969,652430,0,0,4.55
23452,Low-Rise Multifamily,The Tiki,1015 Queen Anne Ave N.,3879900305,7,MAGNOLIA / QUEEN ANNE,1962,1,4,25596,0,25596,Multifamily Housing,25596,23.5,24.70000076,73.90000153,77.59999847,602191.1875,632190.5,0,176492.0938,602191,0,0,4.2
23453,Low-Rise Multifamily,Edgecliff Apartments,929 Queen Anne Ave N,3879900325,7,MAGNOLIA / QUEEN ANNE,1948,1,3,23120,0,23120,Multifamily Housing,23120,43.20000076,46.70000076,67,70.59999847,999924.3125,1079785.375,0,69884,238444,7614.799805,761480,42.1
23454,Mid-Rise Multifamily,Jem Wey Apartments,915 Queen Anne,3879900340,7,MAGNOLIA / QUEEN ANNE,1958,1,6,39212,0,39212,Multifamily Housing,39212,33.5,36.40000153,105.1999969,114.3000031,1313366,1427385.5,0,384925.5,1313366,0,0,9.16
23457,Low-Rise Multifamily,1000 1st Ave W Apartments,1000 1st Ave W,3879900375,7,MAGNOLIA / QUEEN ANNE,1960,1,4,22093,0,22093,Multifamily Housing,22093,24.29999924,25.89999962,76.30000305,81.5,536511.5,573120.5,0,157242.5,536511,0,0,3.74
23458,Low-Rise Multifamily,BUNGALOWS,617 Queen Anne Ave N,3879900435,7,MAGNOLIA / QUEEN ANNE,1906,1,2,22113,0,22113,Multifamily Housing,15900,30.70000076,34.20000076,96.5,107.5,679565.625,756967.125,0,199169.2031,679565,0,0,4.74
23459,Small- and Mid-Sized Office,18 West Mercer,18 West Mercer St,3879900465,7,MAGNOLIA / QUEEN ANNE,1984,1,4,57110,15812,41298,Office,36867,59.40000153,61.70000076,175.5,180,2190460,2275712,0,584552.6875,1994494,1959.661865,195966,24.31
23462,Low-Rise Multifamily,Del Roy Apartments,25 West Roy St.,3879900500,7,MAGNOLIA / QUEEN ANNE,1914,1,4,40370,0,40370,Multifamily Housing,40370,24.29999924,26.20000076,76.40000153,82.19999695,982153.875,1056898.5,0,287852.8125,982154,0,0,6.85
23465,Low-Rise Multifamily,Chandler Hall Apartments,119 W Roy St,3879900590,7,MAGNOLIA / QUEEN ANNE,1924,1,4,51150,0,51150,Multifamily Housing,48320,67.19999695,74.69999695,96,104.1999969,3245598,3611072.25,0,172536.2969,588694,26569.03906,2656904,145.21
23466,Mid-Rise Multifamily,The Queensborough Apartments,101 west olympic place,3879900620,7,MAGNOLIA / QUEEN ANNE,1950,1,8,129860,0,129860,Multifamily Housing,83306,70.09999847,77.69999695,105.8000031,113.8000031,5838129,6474877.5,0,376167.1875,1283482,45546.46094,4554646,250.84
23484,Low-Rise Multifamily,Beacon View A,1701 12th ave S,7660600235,2,GREATER DUWAMISH,1968,1,4,35796,0,35796,Multifamily Housing,35796,32.40000153,34.59999847,101.5999985,108.8000031,1158549.25,1240226.25,0,339551.3125,1158549,0,0,8.08
23846,Small- and Mid-Sized Office,Diamond Building,3161 Elliott Avenue,7666202225,7,DOWNTOWN,1979,1,3,34030,0,34030,Office,34030,51.40000153,53.40000153,147.8999939,151.1000061,1748629.875,1815642.75,0,448514,1530330,2183,218300,22.26
23495,Low-Rise Multifamily,"SHOREWOOD APTS BLDG B, C, D, & E",3101 NE 145th St,7663700330,5,NORTH,1975,1,3,72671,0,72671,Multifamily Housing,58795,35.40000153,37.70000076,110,117.3000031,2082754.75,2218827.5,0,600163.125,2047757,349.980011,34998,16.13
23496,Low-Rise Multifamily,SS055 - 14355 32nd Ave NE,14355 32nd Ave NE,7663700331,5,NORTH,1967,1,2,22382,0,22382,Multifamily Housing,22382,30.29999924,32.20000076,95.30000305,101.1999969,678980.125,721589.625,0,198997.7031,678980,0,0,4.73
23499,Low-Rise Multifamily,SHERWOOD APTS BLDG A,3030 NE 143rd St,7663700369,5,NORTH,1977,1,3,27639,0,27639,Multifamily Housing,23810,28.20000076,30,88.5,94.09999847,671004.625,713532.8125,0,196660.2031,671005,0,0,4.68
23501,Low-Rise Multifamily,Jackson Park House & Village,14378 30th Ave NE,7663700390,5,NORTH,1970,1,2,101613,0,101613,Multifamily Housing,101613,22.70000076,24.5,61.20000076,66.69999695,2302943,2489579.5,0,532973.5,1818506,4844.370117,484437,38.41
23502,Low-Rise Multifamily,Mirrorwood Apartment,14371 30th Ave NE,7663700410,5,NORTH,1986,1,3,30942,0,30942,Multifamily Housing,30942,29.10000038,30.89999962,91.40000153,96.90000153,900973,954662.8125,0,264060,900973,0,0,6.28
23503,Restaurant,Salty's Waterfront Seafood Grill,1936 Harbor Ave SW,7666706590,1,SOUTHWEST,1902,1,2,20398,0,20398,Restaurant,19232,456.6000061,468.7000122,835.7999878,848,9313513,9560583,0,1019505.813,3478554,58349.59375,5834959,334.15
23504,Distribution Center,3223,3223 6th Avenue South,7674800055,2,GREATER DUWAMISH,1952,1,1,41308,0,41308,Distribution Center,41308,39.79999924,43.40000153,95.09999847,98.90000153,1642471.5,1792023.375,0,309134.5938,1054767,5877.039551,587704,38.57
23508,Low-Rise Multifamily,Seaview Condominium Homeowners Association,519 W Roy St.,7677290000,7,MAGNOLIA / QUEEN ANNE,1930,1,3,36751,0,36751,Multifamily Housing,36751,69.40000153,78.30000305,98.69999695,108.3000031,2552098.5,2878751.5,0,132843.0938,453261,20988.37891,2098838,114.63
23510,Low-Rise Multifamily,Seaview Terrace,7019 47th Ave SW,7680600000,1,SOUTHWEST,1978,1,4,39888,0,39888,Multifamily Housing,39888,62.79999924,68.40000153,113.0999985,123,2504814.5,2730100.25,0,263610.3125,899438,16053.75977,1605376,91.53
23515,Low-Rise Multifamily,Sedona Court Condominum,12034 15TH AVE NE,7683940000,5,NORTH,2000,1,3,30833,0,30833,Multifamily Housing,30833,23,24.10000038,72.19999695,75.80000305,709209.875,744588.875,0,207857.5,709210,0,0,4.94
23516,Mid-Rise Multifamily,Selano Condominium,133 Queen Anne Ave. N.,7690400000,7,MAGNOLIA / QUEEN ANNE,2001,1,6,28453,0,28453,Multifamily Housing,28453,29,30,90.80000305,94,825716.8125,854428.375,0,240897.2969,821942,37.75,3775,5.93
23517,Mid-Rise Multifamily,Sentinel Condominiums,320 Melrose Ave E,7693700000,3,EAST,1966,1,7,28291,0,28291,Multifamily Housing,28291,23.70000076,24.79999924,74.30000305,78,669217.6875,702936,0,196136.5,669218,0,0,4.67
23518,Low-Rise Multifamily,Serana Condominiums,621 5th Ave. North,7695400000,7,MAGNOLIA / QUEEN ANNE,1999,1,4,34459,0,34459,Multifamily Housing,39350,22.79999924,23.60000038,71.59999847,74.09999847,897359.6875,928400.6875,0,263001.0938,897360,0,0,6.26
23519,Mid-Rise Multifamily,Serrano on California,4847 California AVE SW,7697400000,1,SOUTHWEST,2002,1,6,40025,0,40025,Multifamily Housing,40025,39.20000076,41.29999924,96.59999847,100.3000031,1568668.375,1652909.125,0,311304.3125,1062170,5064.979492,506498,34.3
23521,Mid-Rise Multifamily,714 BELLEVUE,714 Bellevue Ave E,7697980000,3,EAST,1981,1,8,25012,0,25012,Multifamily Housing,25012,31.29999924,33.59999847,98.30000305,105.5999985,783208.625,841549.5,0,229545.2969,783209,0,0,5.46
23522,Mid-Rise Multifamily,7 Highland,7 Highland Dr,7698100000,7,MAGNOLIA / QUEEN ANNE,1968,1,7,35750,5041,30709,Multifamily Housing,35750,34.79999924,36.79999924,76.5,81.90000153,1243200.75,1316047.25,0,200407.5938,683791,5594.100098,559410,34.48
23523,Mid-Rise Multifamily,700 Crockett Homeowners Assn.,700 Crockett Street,7698120000,7,MAGNOLIA / QUEEN ANNE,1984,1,5,34726,0,34726,Multifamily Housing,34726,24.89999962,25.89999962,78.19999695,81.30000305,865348,898766.125,0,253619,865348,0,0,6.03
23530,Low-Rise Multifamily,Capitol Hill Townhomes,1717-1718 16th Ave.,7698400000,3,EAST,1980,1,3,49106,0,49106,Multifamily Housing,49106,24.20000076,26.39999962,76.09999847,83,1190733.5,1298705.875,0,348984,1190733,0,0,8.3
23531,Low-Rise Multifamily,Seventeen07 Condos,1707 Boylston Ave,7698410000,3,EAST,1965,1,3,24754,0,24754,Multifamily Housing,24754,27.29999924,28.70000076,85.80000305,90.30000305,676499.875,711657.5,0,198270.7969,676500,0,0,4.72
23543,Low-Rise Multifamily,Thorton Creek Condominium,12534 15th Ave NE,8633100000,5,NORTH,2002,1,3,30870,0,30870,Multifamily Housing,32360,24.39999962,25.60000038,76.5,80.30000305,788659.375,827859.625,0,231142.7969,788659,0,0,5.5
23552,Mid-Rise Multifamily,Tobira Condominiums,108 5th Avenue S,8653700000,2,DOWNTOWN,2001,1,7,109284,0,109284,Multifamily Housing,78669,22.10000038,23.20000076,69.40000153,72.90000153,1739286.75,1825405.25,0,509755.6875,1739286,0,0,12.13
23554,Low-Rise Multifamily,TOSCANO CONDO (ID23554),907 WARREN AVE N,8663180000,7,MAGNOLIA / QUEEN ANNE,1999,1,4,28766,0,28766,Multifamily Housing,28766,27.39999962,29.5,66.59999847,70.5,789209.8125,849904.8125,0,152608.0938,520699,2685.109863,268511,17.89
23557,Low-Rise Multifamily,Towne Terrace,550 Aloha St,8664800000,7,MAGNOLIA / QUEEN ANNE,1981,1,4,24570,0,24570,Multifamily Housing,24570,28.10000038,29.70000076,88.19999695,93.40000153,690259,730658.3125,0,202303.2969,690259,0,0,4.81
23558,Mid-Rise Multifamily,Trace Lofts,1408 12th Ave,8664950000,3,EAST,2007,1,5,50749,0,50749,Multifamily Housing,39432,29.60000038,30.39999962,91.80000305,94.5,1501111.75,1545004.5,0,432050,1474155,269.5700073,26957,11.71
23559,Mid-Rise Multifamily,Trace North,1412 12th Ave,8664970000,3,EAST,2007,1,6,91520,0,91520,Multifamily Housing,82368,36.09999847,36.59999847,112.0999985,113.5,3304112,3345715.5,0,952152.3125,3248744,553.6799316,55368,25.59
23560,Low-Rise Multifamily,Tramonti at Lake Union,2920 Eastlake Ave. East,8669900000,4,LAKE UNION,2004,1,4,62504,11128,51376,Multifamily Housing,53931,18.70000076,18.70000076,58.59999847,58.59999847,1006989.688,1006989.688,0,294842.1875,1006002,9.880000114,988,7.07
23561,Mid-Rise Multifamily,Traugott Terrace,2317 3rd Ave,8670350000,7,DOWNTOWN,2003,1,7,39962,0,39962,Multifamily Housing,39962,38,40.40000153,80.09999847,84.69999695,1516831.75,1612979.5,0,225339.9063,768860,7479.719727,747972,45.08
23562,Mixed Use Property,The Travelers Hotel,80 Yesler Way,8670450000,7,DOWNTOWN,1913,1,3,43878,0,43878,Multifamily Housing,12000,23.39999962,23.39999962,73.5,73.5,769771.3125,769771.3125,0,225607,769771,0,0,5.37
23566,Other,ON THE BOARDS,100 West Roy St,3879900640,7,MAGNOLIA / QUEEN ANNE,1912,1,3,34976,0,34976,Performing Arts,34976,25,27,66,68.09999847,873711.125,943354.6875,0,195038.7031,665472,2082.389893,208239,15.7
23567,Low-Rise Multifamily,Hamrick Apartments,702 2nd Ave W,3879900650,7,MAGNOLIA / QUEEN ANNE,1947,1,3,22604,0,22604,Multifamily Housing,22604,59.79999924,65.19999695,83.90000153,89.59999847,1351808.75,1474822.75,0,66981.70313,228542,11232.66992,1123267,61.25
23570,Low-Rise Multifamily,Delamar Apartments,115 W Olympic Pl,3879900670,7,MAGNOLIA / QUEEN ANNE,1909,1,4,46296,0,46296,Multifamily Housing,46296,63.59999847,70.09999847,84.30000305,91.19999695,2942890.75,3244258.25,0,114286.8984,389947,25529.43945,2552944,138.31
23571,Low-Rise Multifamily,(ID#23571) Eden Hill,921 1st Ave W,3879900685,7,MAGNOLIA / QUEEN ANNE,1929,1,3,36282,4882,31400,Multifamily Housing,31400,30.60000038,32.90000153,69.09999847,75.40000153,961476.1875,1032597.375,0,162601.7031,554797,4066.790283,406679,25.47
23574,Mid-Rise Multifamily,Olympic West,110 W Olympic PL,3879900720,7,MAGNOLIA / QUEEN ANNE,1970,1,9,54820,0,54820,Multifamily Housing,44547,52.5,57,139.6000061,152.8999939,2338567.75,2538161.5,0,527548.8125,1799997,5385.709961,538571,41.15
